"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.print_section","response.docs.print_page","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.subsection_name","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time","response.docs.slideshow_credits"
"92","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A few adult children have found that the simplest arrangement can be found in an apartment at the same retirement community.","https://www.nytimes.com/2016/01/05/health/a-twist-on-caring-for-a-parent-move-into-the-home.html","A few adult children have found that the simplest arrangement can be found in an apartment at the same retirement community.","First thing in the morning, Allen Geiwitz goes to check on his mother, Hilda, who prefers to sleep in. He sets the breakfast cereal on the kitchen table, along with her pills. A little later, once she’s up, he goes back to fix her coffee.","D","5","The New York Times","2016-01-04T11:00:16+0000","article","Science","Health","News","nyt://article/ef74dbc3-9109-5bf9-8220-e5756c7f8c5f",1265,"nyt://article/ef74dbc3-9109-5bf9-8220-e5756c7f8c5f",NA,"A Twist on Caring for a Parent: Move Into the Home"," The New Old Age",NA,"A Move Into Mom’s Building",NA,NA,NA,"By Paula Span",NA,2273,90,32,NA
"93","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The Gray Panthers staged rowdy protests against ageism and found common cause with young activists on everything from health care to racial justice. What can they teach us today?","https://www.nytimes.com/2020/09/08/opinion/sunday/gray-panthers-maggie-kuhn.html","The Gray Panthers staged rowdy protests against ageism and found common cause with young activists on everything from health care to racial justice. What can they teach us today?","By the mid-1970s, she was a national celebrity. She had speaking engagements all over the country; she traveled 100,000 miles annually, giving at least 200 talks a year. She was all over the TV: “The Phil Donahue Show,” the “Today” show and “The Tonight Show” with Johnny Carson, multiple times. Media monikers for her included “ball of fire,” “dynamo” and the now-problematic “feisty.” In 1978, the World Almanac named her one of the 25 most influential women in the United States. Shortly before she died in 1995, ABC News profiled her as its “Person of the Week.”","SR","9","The New York Times","2020-09-08T09:58:18+0000","article","OpEd","Opinion","Op-Ed","nyt://article/c1e45fac-520c-52c3-8b86-663ff19e38db",1075,"nyt://article/c1e45fac-520c-52c3-8b86-663ff19e38db","Sunday Review","The Forgotten History of the Radical ‘Elders of the Tribe’",NA,NA," Forgotten History of the Gray Panthers",NA,NA,NA,"By Susan J. Douglas",NA,2273,90,32,NA
"94","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Some patients avoid this specialty, which provides relief from pain and discomfort, because they mistake it for end-of-life care.","https://www.nytimes.com/2016/02/16/health/in-palliative-care-comfort-is-the-top-priority.html","Some patients avoid this specialty, which provides relief from pain and discomfort, because they mistake it for end-of-life care.","Last year, when an oncologist advised that Betty Chin might benefit from palliative care, her son Kevin balked.","D","2","The New York Times","2016-02-12T19:29:39+0000","article","Science","Health","News","nyt://article/99245235-7adf-5959-ba06-c30f0885bf05",1239,"nyt://article/99245235-7adf-5959-ba06-c30f0885bf05",NA,"In Palliative Care, Comfort Is the Top Priority"," The New Old Age",NA,"The Discomfort of Confronting Discomfort",NA,NA,NA,"By Paula Span",NA,2273,90,32,NA
"95","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Court decisions in California may shed light on how large chains make staffing decisions.","https://www.nytimes.com/2020/02/14/health/assisted-living-staffing.html","Court decisions in California may shed light on how large chains make staffing decisions.","The letter went out to about 1,900 Californians a few weeks ago from law firms bringing a class-action suit against one of the country’s largest assisted-living chains.","D","5","The New York Times","2020-02-14T20:54:33+0000","article","Science","Health","News","nyt://article/556015ab-fc1b-55c5-9ef7-61573f21e31a",1180,"nyt://article/556015ab-fc1b-55c5-9ef7-61573f21e31a",NA,"Some Assisted-Living Residents Don’t Get Promised Care, Suit Charges","the new old age",NA,"A Look Behind Closed Doors",NA,NA,NA,"By Paula Span",NA,2273,90,32,NA
"96","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","This week, nursing home residents across the U.S became some of the first patients to receive the new coronavirus vaccine.","https://www.nytimes.com/video/us/politics/100000007508884/nursing-home-coronavirus-vaccines.html","This week, nursing home residents across the U.S became some of the first patients to receive the new coronavirus vaccine.","This week, nursing home residents across the U.S became some of the first patients to receive the new coronavirus vaccine.",NA,NA,"AP","2020-12-17T17:09:53+0000","multimedia","","U.S.","Video","nyt://video/80178794-3b6b-53b4-9589-eacbf9073145",0,"nyt://video/80178794-3b6b-53b4-9589-eacbf9073145","Politics","Nursing Home Residents Receive Coronavirus Vaccines",NA,NA,NA,NA,NA,NA,"By The Associated Press","The Associated Press",2273,90,32,NA
"97","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The best efforts at reform follow the principles of palliative care: focusing on the patient’s comfort and pleasure.","https://opinionator.blogs.nytimes.com/2015/04/01/transforming-nursing-home-care/","The best efforts at reform follow the principles of palliative care: focusing on the patient’s comfort and pleasure.","Speak the words “dementia” and “nursing home,” and you’ve exposed two great fears among people in developed countries, where living until 80 or 90 is increasingly common. Despite efforts to keep frail elders in their own homes, increasing numbers of people with dementia are likely to spend time in a nursing home. ",NA,NA,"The New York Times","2015-04-01T11:00:47+0000","article","OpEd","Opinion","News","nyt://article/a2ded8d3-a43d-553d-8588-9e25cc384ce1",1333,"nyt://article/a2ded8d3-a43d-553d-8588-9e25cc384ce1",NA,"Transforming Nursing Home Care","Opinionator",NA,NA,NA,NA,NA,"By Mary Ersek",NA,2273,90,32,NA
"98","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Former Vice President Joseph R. Biden Jr. laid out a $775 billion investment proposal to assist in caregiving programs, including care for children, older adults and family members with disabilities.","https://www.nytimes.com/video/us/100000007249436/biden-announces-plan-to-aid-caregivers.html","Former Vice President Joseph R. Biden Jr. laid out a $775 billion investment proposal to assist in caregiving programs, including care for children, older adults and family members with disabilities.","Former Vice President Joseph R. Biden Jr. laid out a $775 billion investment proposal to assist in caregiving programs, including care for children, older adults and family members with disabilities.",NA,NA,"The New York Times","2020-07-21T19:38:23+0000","multimedia","","U.S.","Video","nyt://video/01e37a85-cdaa-5933-82bd-8c0e4cabeea4",0,"nyt://video/01e37a85-cdaa-5933-82bd-8c0e4cabeea4",NA,"Biden Announces Plan to Aid Caregivers",NA,NA,NA,NA,NA,NA,"By The Associated Press","The Associated Press",2273,90,32,NA
"99","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As the Senate prepares to once again take up its health care deliberations, Medicaid is on the chopping block. Will it be able to pay for your care someday?","https://www.nytimes.com/2017/07/07/your-money/one-womans-slide-from-the-upper-middle-class-to-medicaid.html","As the Senate prepares to once again take up its health care deliberations, Medicaid is on the chopping block. Will it be able to pay for your care someday?","DEDHAM, Mass. — A dozen or so years into retirement, Rita Sherman had plenty going for her financially.","B","1","The New York Times","2017-07-07T09:00:31+0000","article","Business","Your Money","News","nyt://article/78f6b700-6917-5a81-b9d0-0d68661fb86d",1316,"nyt://article/78f6b700-6917-5a81-b9d0-0d68661fb86d",NA,"One Woman’s Slide From Middle Class to Medicaid","Your Money",NA,"Out of Money  In Her 90s, And Needing  Far More Care",NA,NA,NA,"By Ron Lieber",NA,2273,90,32,NA
"100","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The phenomenon some experts call “aging together” — people in their 60s and 70s, usually women, helping much older relatives — can take a financial toll.","https://www.nytimes.com/2019/06/27/business/retirement-parents-aging-living-to-100.html","The phenomenon some experts call “aging together” — people in their 60s and 70s, usually women, helping much older relatives — can take a financial toll.","Not many years ago, Lynda Faye planned to spend her retirement gardening in Amherst, Mass., and visiting her eight grandchildren. Not on the list of golden-years pursuits: caring for a frail elderly parent.","BU","5","The New York Times","2019-06-27T11:00:05+0000","article","SundayBusiness","Business Day","News","nyt://article/678e387b-9111-51c3-a148-9626362ad439",1580,"nyt://article/678e387b-9111-51c3-a148-9626362ad439",NA,"At 75, Taking Care of Mom, 99: ‘We Did Not Think She Would Live This Long’","Retiring",NA,"When the Older Care for the Oldest",NA,NA,NA,"By Susan B. Garland",NA,2273,90,32,NA
"101","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Nearly one million immigrants are taking care of elderly patients. Many caregivers may lose their protected status; others may choose to leave an increasingly restrictive country.","https://www.nytimes.com/2018/02/02/health/illegal-immigrants-caregivers.html","Nearly one million immigrants are taking care of elderly patients. Many caregivers may lose their protected status; others may choose to leave an increasingly restrictive country.","In Dallas, a 93-year-old is worried about the woman who, for years, has come to her house four days a week to help with shopping, laundry, housecleaning and driving. “She’s just a wonderful person, someone I feel I can trust completely,” said the older woman.","D","1","The New York Times","2018-02-02T15:55:23+0000","article","Science","Health","News","nyt://article/6c9f3056-b13b-54f8-8eab-a0e012bb7689",1101,"nyt://article/6c9f3056-b13b-54f8-8eab-a0e012bb7689",NA,"If Immigrants Are Pushed Out, Who Will Care for the Elderly?"," The New Old Age",NA,"Who’ll  Help Mom?",NA,NA,NA,"By Paula Span",NA,2273,100,34,NA
"102","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","At a news conference on Friday, Gov. Andrew M. Cuomo of New York pushed back on accusations that there had been a purposeful delay in reporting coronavirus deaths in nursing homes across the state.","https://www.nytimes.com/video/us/politics/100000007614718/cuomo-nursing-home-deaths.html","At a news conference on Friday, Gov. Andrew M. Cuomo of New York pushed back on accusations that there had been a purposeful delay in reporting coronavirus deaths in nursing homes across the state.","At a news conference on Friday, Gov. Andrew M. Cuomo of New York pushed back on accusations that there had been a purposeful delay in reporting coronavirus deaths in nursing homes across the state.",NA,NA,"Reuters","2021-02-19T20:45:58+0000","multimedia","","U.S.","Video","nyt://video/bebbfbfc-b393-5b26-88db-96636a1cf723",0,"nyt://video/bebbfbfc-b393-5b26-88db-96636a1cf723","Politics","Cuomo Addresses Nursing Home Investigation",NA,NA,NA,NA,NA,NA,"By Reuters","Reuters",2273,100,34,NA
"103","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","For the several million older Americans being cared for at home, the coronavirus brings new challenges.","https://www.nytimes.com/2020/06/06/health/coronavirus-home-care-nursing.html","For the several million older Americans being cared for at home, the coronavirus brings new challenges.","In March, Amy Carrier asked one of the two women who provided home care for her mother to stop coming to work.","D","3","The New York Times","2020-06-06T09:00:20+0000","article","Science","Health","News","nyt://article/0d9c551b-30ed-500b-835b-71a5b039bae7",1203,"nyt://article/0d9c551b-30ed-500b-835b-71a5b039bae7",NA,"Navigating Home Care During the Pandemic","The New Old Age",NA,"Navigating Home Aid During the Pandemic",NA,NA,NA,"By Paula Span",NA,2273,100,34,NA
"104","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","On average, injury and complaint rates are higher, and staffs smaller, at for-profit facilities that outsource goods and services to their owners’ other businesses.","https://www.nytimes.com/2018/01/02/business/nursing-homes-care-corporate.html","On average, injury and complaint rates are higher, and staffs smaller, at for-profit facilities that outsource goods and services to their owners’ other businesses.","MEMPHIS — When one of Martha Jane Pierce’s sons peeled back the white sock that had been covering his 82-year-old mother’s right foot for a month, he discovered rotting flesh.","BU","1","The New York Times","2018-01-02T22:08:52+0000","article","SundayBusiness","Business Day","News","nyt://article/66775d85-bb25-5bba-af8e-81cb022ab036",2184,"nyt://article/66775d85-bb25-5bba-af8e-81cb022ab036",NA,"Care Suffers as More Nursing Homes Feed Money Into Corporate Webs",NA,NA,"Care Suffers as Profits Rise",NA,NA,NA,"By Jordan Rau",NA,2273,100,34,NA
"105","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Health care in the U.S. relies on an “invisible army” of caregivers — mostly women. For many, stunted careers, lost earnings and exhaustion are part of the fallout.","https://www.nytimes.com/2021/03/16/us/caregiving-burnout.html","Health care in the U.S. relies on an “invisible army” of caregivers — mostly women. For many, stunted careers, lost earnings and exhaustion are part of the fallout.","— Kate Washington, the author of “Already Toast: Caregiving and Burnout in America”",NA,NA,"The New York Times","2021-03-16T23:58:23+0000","article","Gender","U.S.","News","nyt://article/49a3bc68-29c7-5b27-95a0-0d9e3805117a",1646,"nyt://article/49a3bc68-29c7-5b27-95a0-0d9e3805117a",NA,"The Costly, Painful, Lonely Burden of Care","in her words",NA,NA,NA,NA,NA,"By Mara Altman",NA,2273,100,34,NA
"106","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Amazon’s spirit of invention is refreshing, but we need technologists also to think through the consequences.","https://www.nytimes.com/2021/09/29/technology/amazon-inventions.html","Amazon’s spirit of invention is refreshing, but we need technologists also to think through the consequences.","This article is part of the On Tech newsletter. Here is a collection of past columns.","B","3","The New York Times","2021-09-29T17:00:41+0000","article","Business","Technology","News","nyt://article/9f57a065-c6d5-5346-8a8c-0264e5df9f0f",884,"nyt://article/9f57a065-c6d5-5346-8a8c-0264e5df9f0f",NA,"Amazon Should Invent With Care","the on tech newsletter",NA,"Amazon Invents First, Asks Questions Later",NA,NA,NA,"By Shira Ovide",NA,2273,100,34,NA
"107","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Technology can help families monitor the health and safety of older people kept from their families by the coronavirus.","https://www.nytimes.com/2020/06/05/business/elderly-health-quarantine.html","Technology can help families monitor the health and safety of older people kept from their families by the coronavirus.","Norman Potter’s mother, Dorothy, who suffers from a chronic pulmonary illness, lives alone in the mountain town of Newland, N.C., two hours from his home in Winston-Salem. For a year, Mr. Potter had been looking for technology that would enable him to monitor her health from afar.","BU","6","The New York Times","2020-06-05T09:00:22+0000","article","SundayBusiness","Business Day","News","nyt://article/ebff0459-bd9d-5de2-899f-fe9d3f407bbb",1465,"nyt://article/ebff0459-bd9d-5de2-899f-fe9d3f407bbb",NA,"Did Mom Take Her Medicine? Keeping Eyes on Elders in Quarantine","retiring",NA,"Did Mom Take Her Medicine Today?",NA,NA,NA,"By Susan B. Garland",NA,2273,100,34,NA
"108","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Premiums have increased sharply, and comparisons are difficult, which helps explain why only 20 percent of those over age 65 own a policy.","https://www.nytimes.com/2015/12/19/your-money/long-term-care-insurance-can-baffle-with-complex-policies-and-costs.html","Premiums have increased sharply, and comparisons are difficult, which helps explain why only 20 percent of those over age 65 own a policy.","INSURING for long-term care is a lot like trying to cover the future financial impact of climate change. It’s a universal problem that looms large, is hard to predict and will be costly to mitigate.","B","5","The New York Times","2015-12-18T14:22:03+0000","article","Business","Your Money","News","nyt://article/d81d2911-1d0b-5b3e-a6a2-1d77b5cfcd79",991,"nyt://article/d81d2911-1d0b-5b3e-a6a2-1d77b5cfcd79",NA,"Long-Term Care Insurance Can Baffle, With Complex Policies and Costs","Retiring",NA,"The Basics of Long-Term Care Insurance",NA,NA,NA,"By John F. Wasik",NA,2273,100,34,NA
"109","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","President Biden’s social policy legislation aims to address a problem that weighs on many families — and the teachers and child care centers serving them.","https://www.nytimes.com/2021/10/09/us/politics/child-care-costs-wages-legislation.html","President Biden’s social policy legislation aims to address a problem that weighs on many families — and the teachers and child care centers serving them.","GREENSBORO, N.C. — To understand the problems Democrats hope to solve with their supersized plan to make child care better and more affordable, consider this small Southern city where many parents spend more for care than they do for mortgages, yet teachers get paid like fast food workers and centers cannot hire enough staff.","A","1","The New York Times","2021-10-09T17:59:12+0000","article","Washington","U.S.","News","nyt://article/9cb631dc-b81f-518a-b855-4d48b7469a39",1774,"nyt://article/9cb631dc-b81f-518a-b855-4d48b7469a39","Politics","When Child Care Costs Twice as Much as the Mortgage",NA,NA,"The Child Care Paradox Democrats Aim to Fix",NA,NA,NA,"By Jason DeParle",NA,2273,100,34,NA
"110","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","After-school programs are closed. Day care centers are shut down. Summer camp might not happen. If you’re stuck with money you can’t use, you’ll lose it.","https://www.nytimes.com/2020/05/09/your-money/dependent-care-account-coronavirus.html","After-school programs are closed. Day care centers are shut down. Summer camp might not happen. If you’re stuck with money you can’t use, you’ll lose it.","You did everything right. You read the email from human resources and signed up for a dependent care account. Your employer siphons pretax money from your paycheck, and you’ll get a little back upon request after paying each day care bill, or in a lump sum after covering summer camp costs.","B","1","The New York Times","2020-05-09T09:00:13+0000","article","Business","Your Money","News","nyt://article/ad22b527-2803-5f17-814a-598346b2fd17",1105,"nyt://article/ad22b527-2803-5f17-814a-598346b2fd17",NA,"There’s Money Stuck in Your Dependent Care Account. Now What?","Your Money",NA,"Taxes Saved But Funds Are Stuck",NA,NA,NA,"By Ron Lieber",NA,2273,100,34,NA
"111","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","These upscale communities offer a continuum of care from independent living to failing health, allowing people to age in one place.","https://www.nytimes.com/2018/12/04/business/retirement/continuing-care-retirement-communities-baby-boomers.html","These upscale communities offer a continuum of care from independent living to failing health, allowing people to age in one place.","The restaurant at Fountaingrove Lodge has a sweeping view of California’s Sonoma County, a panorama one might expect at a five-star resort. The grounds include an impressive wine cellar, spa, bank, fitness center, movie theater and a large outdoor swimming pool.","B","6","The New York Times","2018-12-04T16:45:05+0000","article","Business","Business Day","News","nyt://article/16f5a80f-14ab-5e62-8235-24e9531b8c34",1222,"nyt://article/16f5a80f-14ab-5e62-8235-24e9531b8c34","Retirement","Boomers Create a Surge in Luxury Care Communities",NA,NA,"Retirement Enclaves With 5-Star Amenities",NA,NA,NA,"By Scott James",NA,2273,120,36,NA
"112","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The burdens of elder care can be particularly difficult when they come years before expected, in what researchers call “off-time events.”","https://www.nytimes.com/2017/03/10/health/elder-care-caregiving.html","The burdens of elder care can be particularly difficult when they come years before expected, in what researchers call “off-time events.”","It was August, and Gina Rinehart was preparing for another school year as a special-education teacher in Hemet, Calif., when she got the call: Her father, Floyd Hall, was facing surgery to remove a tumor in his lung.","D","5","The New York Times","2017-03-10T14:17:00+0000","article","Science","Health","News","nyt://article/17e6e2f5-c6be-55b6-ba72-3985a90a968f",1232,"nyt://article/17e6e2f5-c6be-55b6-ba72-3985a90a968f",NA,"Pressed Into Caregiving Sooner Than Expected"," The New Old Age",NA,"Pressed Into Caregiving Too Soon",NA,NA,NA,"By Paula Span",NA,2273,120,36,NA
"113","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Insights from Dr. Rachael Bedard, a jail-based geriatrician.","https://www.nytimes.com/2021/11/12/nyregion/rikers-older-prisoners.html","Insights from Dr. Rachael Bedard, a jail-based geriatrician.","Five years ago, Dr. Rachael Bedard was finishing a fellowship in geriatrics and palliative care at a hospital in Manhattan when she began to wonder if there were elderly detainees in need of care just across the East River, at Rikers Island.","MB","6","The New York Times","2021-11-12T10:00:23+0000","article","Metropolitan","New York","News","nyt://article/d99afb47-dd04-5fca-8e95-09585912f20b",1175,"nyt://article/d99afb47-dd04-5fca-8e95-09585912f20b",NA,"On Rikers Island, a Doctor Who Tends to the Oldest and Sickest",NA,NA,"She Cares for the Oldest and Sickest at Rikers Island",NA,NA,NA,"By Ted Alcorn",NA,2273,120,36,NA
"114","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","If medical rationing becomes necessary, some older adults are prepared to step aside. But many have the opposite concern: that they will be arbitrarily sent to the rear of the line.","https://www.nytimes.com/2020/07/31/health/coronavirus-ethics-rationing-elderly.html","If medical rationing becomes necessary, some older adults are prepared to step aside. But many have the opposite concern: that they will be arbitrarily sent to the rear of the line.","In April, as the coronavirus was rampaging through the Northeast, Larry Churchill considered what he would do if the pandemic caused medical shortages. Should he, a 75-year-old, direct care to younger people before him if he got sick?","D","3","The New York Times","2020-07-31T20:32:48+0000","article","Science","Health","News","nyt://article/96c2265f-5630-580b-90db-280ca5120daa",1222,"nyt://article/96c2265f-5630-580b-90db-280ca5120daa",NA,"Should Youth Come First in Coronavirus Care?","The New Old Age",NA,"Should Youth Come First in Coronavirus Care?",NA,NA,NA,"By Paula Span",NA,2273,120,36,NA
"115","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The lawsuit, filed by the state attorney general and other prosecutors, accuses Brookdale Senior Living of gaming Medicare’s ubiquitous star-rating system.","https://www.nytimes.com/2021/03/15/business/california-lawsuit-brookdale-senior-living-nursing-homes.html","The lawsuit, filed by the state attorney general and other prosecutors, accuses Brookdale Senior Living of gaming Medicare’s ubiquitous star-rating system.","California prosecutors sued the country’s largest chain of senior living communities on Monday, accusing the company, Brookdale Senior Living, of manipulating the federal government’s nursing-home ratings system.","B","4","The New York Times","2021-03-15T16:42:46+0000","article","Business","Business Day","News","nyt://article/fa833de6-f5bc-506e-b570-a2ac83031bcc",731,"nyt://article/fa833de6-f5bc-506e-b570-a2ac83031bcc",NA,"California Sues Nursing Home Chain, Saying It Manipulated Ratings System",NA,NA,"Care Home Chain Faces Suit Over Altering Data",NA,NA,NA,"By Jessica Silver-Greenberg",NA,2273,120,36,NA
"116","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The incoming administration aims to tackle child care, elder care, preschool and more in one ambitious aid program.","https://www.nytimes.com/2020/11/27/health/biden-senior-citizens.html","The incoming administration aims to tackle child care, elder care, preschool and more in one ambitious aid program.","President-elect Joseph R. Biden Jr. has no shortage of ideas about how to transform caregiving. One striking feature of his team’s plan: It does not address elder care separately from child care, or divide plans to support family caregivers from those for paid caregivers. Rather, it takes on Medicaid benefits for older and disabled adults, preschool for toddlers and better jobs for home care workers, all in one ambitious, $775 billion-over-a-decade package.","D","7","The New York Times","2020-11-27T15:58:04+0000","article","Science","Health","News","nyt://article/c56103f8-6b16-5ea1-852f-3f81d971cc54",1253,"nyt://article/c56103f8-6b16-5ea1-852f-3f81d971cc54",NA,"Biden’s Plan for Seniors Is Not Just a Plan for Seniors","The New Old Age",NA,"Biden’s Plan Takes A Holistic Approach To Support Caregivers",NA,NA,NA,"By Paula Span",NA,2273,120,36,NA
"117","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A fire Tuesday killed 16 residents of a nursing home on the outskirts of Mexicali, the capital of Baja California, officials said.","https://www.nytimes.com/2015/06/24/world/americas/mexico-deadly-fire-hits-nursing-home.html","A fire Tuesday killed 16 residents of a nursing home on the outskirts of Mexicali, the capital of Baja California, officials said."," A fire Tuesday killed 16 residents of a nursing home on the outskirts of Mexicali, the capital of Baja California, officials said. Mayor Jaime Díaz said five people rescued from the home near the California border had been hospitalized. A local charity runs the home, Beautiful Twilight, which houses indigent elderly people. There was no immediate evidence of an electrical fault or gas leak, Mr. Díaz said, and investigators were theorizing that the fire had been intentionally set. ","A","9","The New York Times","2015-06-24T01:33:16+0000","article","Foreign","World","Brief","nyt://article/06b7e53a-bb79-50f4-a0c8-975afd61e01f",78,"nyt://article/06b7e53a-bb79-50f4-a0c8-975afd61e01f","Americas","Mexico: Deadly Fire Hits Nursing Home","World Briefing",NA,"The Americas; Mexico: Deadly Fire Hits Nursing Home",NA,NA,NA,"By Elisabeth Malkin",NA,2273,120,36,NA
"118","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Many of those who care for older Americans are low-wage immigrants, and replacing them could prove difficult and costly for families and taxpayers.","https://www.nytimes.com/2017/09/06/business/economy/daca-dreamers-home-health-care.html","Many of those who care for older Americans are low-wage immigrants, and replacing them could prove difficult and costly for families and taxpayers.","When the Trump administration announced on Tuesday that it would end an Obama-era program that shielded young undocumented immigrants from deportation, Sherwin Sheik quickly sized up the potential toll on his business.","A","17","The New York Times","2017-09-06T16:56:32+0000","article","Business","Business Day","News","nyt://article/bb9b4b61-0a6f-5874-b6ac-0739daf3c059",1163,"nyt://article/bb9b4b61-0a6f-5874-b6ac-0739daf3c059","Economy","What Older Americans Stand to Lose if ‘Dreamers’ Are Deported",NA,NA,"Program’s End Could Squeeze Health Care Providers",NA,NA,NA,"By Noam Scheiber and Rachel Abrams",NA,2273,120,36,NA
"119","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","An insurance group has been systematically and improperly cutting the hours of home care for their disabled clients, according to a report by a coalition of more than 100 nonprofit groups.","https://www.nytimes.com/2016/07/21/nyregion/insurance-groups-in-new-york-improperly-cut-home-care-hours.html","An insurance group has been systematically and improperly cutting the hours of home care for their disabled clients, according to a report by a coalition of more than 100 nonprofit groups.","Widowed and disabled after a lifetime of New York factory work, including decades making baby dolls with glue that proved to be toxic, Alejandra Negron depends on a little help for nearly every step she takes. For years, she has had just enough help to stay safely in her own tidy one-bedroom apartment in Manhattan, despite pulmonary disease, asthma, diabetes, arthritis and a heart condition.","A","19","The New York Times","2016-07-21T01:51:59+0000","article","Metro","New York","News","nyt://article/b74450d2-fb88-5754-8cde-029e07aba9e3",1037,"nyt://article/b74450d2-fb88-5754-8cde-029e07aba9e3",NA,"Lives Upended by Disputed Cuts in Home-Health Care for Disabled Patients",NA,NA,"Companies Improperly Cut Home-Care Hours for Disabled Clients, Report Says",NA,NA,NA,"By Nina Bernstein",NA,2273,120,36,NA
"120","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Seniors didn’t fare as well through the pandemic as most. But longer-term trends aren’t moving in their favor, either.","https://www.nytimes.com/2022/10/17/business/economy/elder-poverty-seniors.html","Seniors didn’t fare as well through the pandemic as most. But longer-term trends aren’t moving in their favor, either.","In the 1960s, more than a third of older Americans lived in poverty. With the aid of federal programs like Medicare to help the elderly, the situation improved significantly. But last year, the poverty rate for those 65 or older increased, even as it sank for everyone else.","B","1","The New York Times","2022-10-17T14:57:07+0000","article","Business","Business Day","News","nyt://article/5a677d73-ba70-54d8-b99f-e2e405510666",1660,"nyt://article/5a677d73-ba70-54d8-b99f-e2e405510666","Economy","An Uptick in Elder Poverty: A Blip, or a Sign of Things to Come?",NA,NA,"More Seniors Are Facing  Poverty Since the Pandemic",NA,NA,NA,"By Lydia DePillis and Mike Belleme",NA,2273,120,36,NA
"121","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Elder care accounts for two-thirds of its spending. Without it, women will end up spending more time and money to care for parents.","https://www.nytimes.com/2017/06/15/opinion/medicaid-health-care-bill-daughters.html","Elder care accounts for two-thirds of its spending. Without it, women will end up spending more time and money to care for parents.","Nearly one in five adult children at some point provide care for at least one elderly parent, according to a new study by the Center for Retirement Research at Boston College. The burden is particularly demanding for daughters, who spend as much time on such care as spouses of older adults, and as much time as sons, in-laws, grandchildren and other relatives combined.","A","24","The New York Times","2017-06-15T07:21:05+0000","article","Editorial","Opinion","Editorial","nyt://article/e9bc816a-07d8-5108-91f1-17ac33ca7972",459,"nyt://article/e9bc816a-07d8-5108-91f1-17ac33ca7972",NA,"Daughters Will Suffer From Medicaid Cuts","Editorial",NA,"Daughters Will Suffer From Medicaid Cuts",NA,NA,NA,"By The Editorial Board","The Editorial Board",2273,130,32,NA
