"","status","copyright","response.docs.abstract","response.docs.web_url","response.docs.snippet","response.docs.lead_paragraph","response.docs.source","response.docs.pub_date","response.docs.document_type","response.docs.news_desk","response.docs.section_name","response.docs.subsection_name","response.docs.type_of_material","response.docs._id","response.docs.word_count","response.docs.uri","response.docs.print_section","response.docs.print_page","response.docs.headline.main","response.docs.headline.kicker","response.docs.headline.content_kicker","response.docs.headline.print_headline","response.docs.headline.name","response.docs.headline.seo","response.docs.headline.sub","response.docs.byline.original","response.docs.byline.organization","response.meta.hits","response.meta.offset","response.meta.time"
"131","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In the overwhelming apparatus that medicine has become, sometimes the patient gets lost. So does the doctor.","https://opinionator.blogs.nytimes.com/2015/02/25/when-the-system-fails/","In the overwhelming apparatus that medicine has become, sometimes the patient gets lost. So does the doctor.","I PURCHASED a purple “My Little Pony” at Walmart. I told myself it was to bring a brief smile to a sad little girl’s face. In reality, it was for me. In the overwhelming apparatus that medicine has become, sometimes the patient gets lost. So does the doctor. As the major safety net hospital in our region, my own hospital is arguably better equipped than most to effectively handle the human side of medical care. But even the most experienced institutions face an increasingly uphill battle against the systemic shortfalls of American medicine.","The New York Times","2015-02-25T08:57:31+0000","article","OpEd","Opinion",NA,"News","nyt://article/9ab1d839-31fa-50fb-a76b-535e9c8642b4",964,"nyt://article/9ab1d839-31fa-50fb-a76b-535e9c8642b4",NA,NA,"When the System Fails","The End",NA,NA,NA,NA,NA,"By Sondra S. Crosby",NA,266,130,28
"132","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Younger elementary students have a far higher chance of gaining excessive weight during the summer than when they are in school.","https://www.nytimes.com/2016/11/03/health/children-obesity-summer.html","Younger elementary students have a far higher chance of gaining excessive weight during the summer than when they are in school.","Summer is the season when children play outdoors tirelessly until nightfall, burning up all the energy they had stockpiled throughout the school year, right?","The New York Times","2016-11-02T16:51:16+0000","article","National","Health",NA,"News","nyt://article/620e8155-2e9f-5221-bc43-e705fd340a4c",943,"nyt://article/620e8155-2e9f-5221-bc43-e705fd340a4c","A","20","For Schoolchildren, Weights Rise Along With Summer Temperatures",NA,NA,"Lazy Days of Summer Tied to Extra Pounds for Children",NA,NA,NA,"By Jan Hoffman",NA,266,130,28
"133","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","“Now is not the time to brag or gloat or celebrate. Now is the time to get to work.”","https://www.nytimes.com/2022/05/08/opinion/abortion-roe-dobbs-pro-life.html","“Now is not the time to brag or gloat or celebrate. Now is the time to get to work.”","Pro-life activists have been working toward overturning the Supreme Court’s Roe v. Wade decision ever since it came down in 1973. But as I spoke to folks from pro-life and whole-life movements last week after the leak of a draft opinion that indicated the court will overturn Roe, the mood was complicated. I did not find unalloyed jubilance or triumph.","The New York Times","2022-05-08T15:15:05+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/4acff707-7390-58fc-a675-5bfcb78839d8",1425,"nyt://article/4acff707-7390-58fc-a675-5bfcb78839d8",NA,NA,"If Roe Is Overturned, Where Should the Pro-Life Movement Go Next?","Tish Harrison Warren",NA,NA,NA,NA,NA,"By Tish Harrison Warren",NA,266,130,28
"134","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Job losses, urban isolation, household burdens: Covid-19 has compounded the pressures on women, raising alarms in a country that has worked to reduce some of the world’s highest suicide rates.","https://www.nytimes.com/2021/02/22/world/asia/japan-women-suicide-coronavirus.html","Job losses, urban isolation, household burdens: Covid-19 has compounded the pressures on women, raising alarms in a country that has worked to reduce some of the world’s highest suicide rates.","TOKYO — Not long after Japan ramped up its fight against the coronavirus last spring, Nazuna Hashimoto started suffering panic attacks. The gym in Osaka where she worked as a personal trainer suspended operations, and her friends were staying home at the recommendation of the government.","The New York Times","2021-02-23T01:00:10+0000","article","Foreign","World","Asia Pacific","News","nyt://article/1f1f370e-b08c-5719-93b3-e5bd4935a5ca",1694,"nyt://article/1f1f370e-b08c-5719-93b3-e5bd4935a5ca","A","1","As Pandemic Took Hold, Suicide Rose Among Japanese Women",NA,NA,"Pandemic Despair Fuels Rates  Of Suicide for Japanese Women",NA,NA,NA,"By Motoko Rich and Hikari Hida",NA,266,130,28
"135","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","When deciding how many kids to have, parents are influenced by factors that aren’t necessarily part of the plan.","https://www.nytimes.com/2020/04/15/parenting/big-families.html","When deciding how many kids to have, parents are influenced by factors that aren’t necessarily part of the plan.","This article was originally published on July 15, 2019.","The New York Times","2020-04-16T03:08:32+0000","article","Parenting","Parenting",NA,"News","nyt://article/5df40535-4499-56e7-bbab-ae754eb41e73",1009,"nyt://article/5df40535-4499-56e7-bbab-ae754eb41e73",NA,NA,"Family Size Isn’t Always a Choice",NA,NA,NA,NA,NA,NA,"By Dani Blum",NA,266,130,28
"136","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Helena Zengel is a giggly, chatty 12-year-old, whose movie roles take her into psychological territory that even adults would find tough.","https://www.nytimes.com/2020/12/30/movies/helena-zengel-news-of-the-world.html","Helena Zengel is a giggly, chatty 12-year-old, whose movie roles take her into psychological territory that even adults would find tough.","BERLIN — When the director Paul Greengrass was gearing up to make his new film, “News of the World,” about a Civil War veteran in 1870s Texas who escorts an orphaned girl to her relatives across the state, he was anticipating one major challenge. “This is the first film I made with a child actor at the heart of it,” he said recently by phone.","The New York Times","2020-12-30T12:08:06+0000","article","Culture","Movies",NA,"News","nyt://article/b9575eac-67d5-50a2-b0d4-355d10785014",1072,"nyt://article/b9575eac-67d5-50a2-b0d4-355d10785014","C","1","She’s Starring Opposite Tom Hanks. She’d Never Heard of Him.",NA,NA," Tom Who? An Actress Rises Fast",NA,NA,NA,"By Thomas Rogers",NA,266,130,28
"137","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Bureaucracy — no surprise — gets in the way of expanding the pool of volunteers.","https://www.nytimes.com/2020/01/17/nyregion/foster-parents-nyc.html","Bureaucracy — no surprise — gets in the way of expanding the pool of volunteers.","Over the past 15 years or so, Pedro Maldonado, Nigel Warren and Brieanna Hayes, all now in their 20s, cumulatively lived in about 39 different foster homes in New York City. Pedro, who is Italian, was lucky: He ultimately settled in with a caring Mexican family for more than a decade before he aged out of the system and began living on his own.","The New York Times","2020-01-17T10:00:16+0000","article","Metropolitan","New York",NA,"News","nyt://article/369ec9bc-c0a4-5e73-b7fc-4a0343f971a4",1078,"nyt://article/369ec9bc-c0a4-5e73-b7fc-4a0343f971a4","MB","3","Why Aren’t There More Rich Foster Parents?","BIG City",NA,"Hurdles to a Broader Pool of Foster Parents",NA,NA,NA,"By Ginia Bellafante",NA,266,130,28
"138","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Cathleen Schine explores the dynamics of a New York Jewish family.","https://www.nytimes.com/2016/06/19/books/review/cathleen-schines-they-may-not-mean-to-but-they-do.html","Cathleen Schine explores the dynamics of a New York Jewish family.","THEY MAY NOT MEAN TO, BUT THEY DOBy Cathleen Schine290 pp. Sarah Crichton Books/Farrar, Straus & Giroux. $26.","The New York Times","2016-06-14T14:31:09+0000","article","BookReview","Books","Book Review","Review","nyt://article/05728e46-be5f-501e-8d0f-3ecd261c166c",1148,"nyt://article/05728e46-be5f-501e-8d0f-3ecd261c166c","BR","10","Cathleen Schine’s ‘They May Not Mean To, but They Do’","Fiction",NA,"Some Extra, Just for You",NA,NA,NA,"By Penelope Lively",NA,266,130,28
"139","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Consciously or otherwise, many men believe that talking about personal matters with other men is not manly.","https://well.blogs.nytimes.com/2016/06/27/the-challenges-of-male-friendships/","Consciously or otherwise, many men believe that talking about personal matters with other men is not manly.","Christopher Beemer, a 75-year-old Brooklynite, is impressed with how well his wife, Carol, maintains friendships with other women and wonders why this valuable benefit to health and longevity “doesn’t come so easily to men.”","The New York Times","2016-06-27T09:45:26+0000","article","Science","Health",NA,"News","nyt://article/c61776d7-31df-59a3-b44f-f0e5ca95fd5b",1056,"nyt://article/c61776d7-31df-59a3-b44f-f0e5ca95fd5b","D","5","The Challenges of Male Friendships","Well",NA,"The Challenges of Male Friendships",NA,NA,NA,"By Jane E. Brody",NA,266,130,28
"140","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In his memoir, “A Heart That Works,” Rob Delaney recalls the unthinkable — his son’s death — with honesty and levity.","https://www.nytimes.com/2022/11/27/books/review/a-heart-that-works-rob-delaney.html","In his memoir, “A Heart That Works,” Rob Delaney recalls the unthinkable — his son’s death — with honesty and levity.","In his new memoir, “A Heart That Works,” the writer, actor and comedian Rob Delaney keeps repeating the basic truths of his situation: “My son died? He got sick and they couldn’t cure him and he died? And now he’s dead?”","The New York Times","2022-11-27T10:00:09+0000","article","BookReview","Books","Book Review","Review","nyt://article/0e961c7c-3487-540d-bbb7-6a3acc58d28d",1094,"nyt://article/0e961c7c-3487-540d-bbb7-6a3acc58d28d","BR","17","Where Words Fail, Humor Glimmers","nonfiction",NA,"Where Words Fail, Humor Glimmers",NA,NA,NA,"By Mary Laura Philpott",NA,266,130,28
"141","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Consciously or otherwise, many men believe that talking about personal matters with other men is not manly.","https://well.blogs.nytimes.com/2016/06/27/the-challenges-of-male-friendships/","Consciously or otherwise, many men believe that talking about personal matters with other men is not manly.","Christopher Beemer, a 75-year-old Brooklynite, is impressed with how well his wife, Carol, maintains friendships with other women and wonders why this valuable benefit to health and longevity “doesn’t come so easily to men.”","The New York Times","2016-06-27T09:45:26+0000","article","Science","Health",NA,"News","nyt://article/c61776d7-31df-59a3-b44f-f0e5ca95fd5b",1056,"nyt://article/c61776d7-31df-59a3-b44f-f0e5ca95fd5b","D","5","The Challenges of Male Friendships","Well",NA,"The Challenges of Male Friendships",NA,NA,NA,"By Jane E. Brody",NA,266,140,31
"142","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Can a reader honor her sibling’s desire for privacy, even if he’s in really bad shape?","https://www.nytimes.com/2018/11/20/style/depression-how-to-help.html","Can a reader honor her sibling’s desire for privacy, even if he’s in really bad shape?","Dear Sugars,","The New York Times","2018-11-20T16:37:37+0000","article","Styles","Style",NA,"News","nyt://article/ce2f38c0-1260-51ea-91ab-79d95600e0ed",1090,"nyt://article/ce2f38c0-1260-51ea-91ab-79d95600e0ed","D","2","My Brother Wants Me to Keep His Depression a Secret","the sweet spot",NA,"My Brother’s Secret Is Depression",NA,NA,NA,"By Cheryl Strayed and Steve Almond",NA,266,140,31
"143","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The ethicist considers whether one should reveal an improperly documented caregiver.","https://www.nytimes.com/2015/10/11/magazine/is-my-neighbor-obliged-to-report-me-to-immigration.html","The ethicist considers whether one should reveal an improperly documented caregiver.","I have recently employed a foreign national from Ukraine as a live-in home health aide to care for my wife, who is in a wheelchair, paralyzed and incontinent. The home health aide’s visa does not allow her to work in this country, and my neighbor found this out. My neighbor feels that she has an ethical responsibility to report me and the aide to immigration services if I do not terminate her employment. The aide is paid at the standard rate and has good living conditions, so there are no other issues. Also, I have tried for one year to get live-in aides from agencies that are acceptable to my wife but have not been successful for various reasons. Obviously, reporting the aide would be a great blow to my family. What do you think is my neighbor’s ethical responsibility in this situation? NAME WITHHELD","The New York Times","2015-10-07T10:58:19+0000","article","Magazine","Magazine",NA,"News","nyt://article/692be587-a2f3-5562-875d-eecdf9be7188",1007,"nyt://article/692be587-a2f3-5562-875d-eecdf9be7188","MM","34","Is My Neighbor Obliged to Report Me to Immigration?","The Ethicist",NA,"Is My Neighbor Obliged to Report Me to Immigration?",NA,NA,NA,"By Kwame Anthony Appiah",NA,266,140,31
"144","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Her younger brother, Warren, entrusted her with vetting requests after he announced his intention to donate nearly his entire fortune. “Warren loves to make money and I love to give it away,” she said.","https://www.nytimes.com/2020/08/05/business/doris-buffett-her-familys-retail-philanthropist-dies-at-92.html","Her younger brother, Warren, entrusted her with vetting requests after he announced his intention to donate nearly his entire fortune. “Warren loves to make money and I love to give it away,” she said.","Doris Buffett, a self-styled retail philanthropist who once declared that her billionaire younger brother, Warren Buffett, “loves to make money and I love to give it away,” died on Tuesday at her home in Rockport, Me. She was 92.","The New York Times","2020-08-05T23:32:44+0000","article","Obits","Business Day",NA,"Obituary (Obit)","nyt://article/d5dafb83-1c89-5e5a-a23f-2334a1663023",946,"nyt://article/d5dafb83-1c89-5e5a-a23f-2334a1663023","A","25","Doris Buffett, Her Family’s ‘Retail Philanthropist,’ Dies at 92",NA,NA,"Doris Buffett, Who Helped Her Billionaire Brother Donate Money, Dies at 92",NA,NA,NA,"By Sam Roberts",NA,266,140,31
"145","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The candidate is talking about child care and elder care in the same breath, and making them part of his economic package. Both changes are long overdue.","https://www.nytimes.com/2020/08/02/opinion/biden-child-care.html","The candidate is talking about child care and elder care in the same breath, and making them part of his economic package. Both changes are long overdue.","Joe Biden’s recent policy proposal to address the country’s crisis of care didn’t garner major headlines. There were no haphazardly capitalized Trump tweets in response, nor congressional Republicans denouncing it as socialism. But make no mistake: His plan is quietly radical in both its comprehensiveness and its framing.","The New York Times","2020-08-02T22:25:19+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/b5e086d3-6cf9-5799-a04f-3dfc2870c638",1063,"nyt://article/b5e086d3-6cf9-5799-a04f-3dfc2870c638","A","21","Biden’s Quietly Radical Care Plan",NA,NA,"Biden’s  Radical  Care Plan",NA,NA,NA,"By Bryce Covert",NA,266,140,31
"146","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The flexibility to have an extra person at home, even for a few days, offers significant postpartum benefits, new research shows.","https://www.nytimes.com/2019/06/04/upshot/sweden-finds-a-simple-way-to-improve-new-mothers-health-it-involves-fathers.html","The flexibility to have an extra person at home, even for a few days, offers significant postpartum benefits, new research shows.","The weeks after a mother gives birth are a universally vulnerable period. She is recovering physically and mentally, while dealing with sleep deprivation, round-the-clock caregiving and possibly breast-feeding. Yet after a day or a few days in the hospital, she often doesn’t see a doctor for six weeks.","The New York Times","2019-06-04T09:00:05+0000","article","Upshot","The Upshot",NA,"News","nyt://article/f0bcbee8-7af6-5df1-8051-c107cb86999c",1047,"nyt://article/f0bcbee8-7af6-5df1-8051-c107cb86999c","B","1","Sweden Finds a Simple Way to Improve New Mothers’ Health. It Involves Fathers.",NA,NA,"Study Credits Flexible Help After Births",NA,NA,NA,"By Claire Cain Miller",NA,266,140,31
"147","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","A hospital’s quality is deeply influenced by its top management. But too often, hospital boards and C.E.O.s are focused on the wrong things.","https://www.nytimes.com/2015/02/17/upshot/in-hospitals-board-rooms-are-as-important-as-operating-rooms.html","A hospital’s quality is deeply influenced by its top management. But too often, hospital boards and C.E.O.s are focused on the wrong things.","If you or a loved one is having a heart attack, your most pressing concerns probably include how quickly you can get to the hospital and the quality of care you’ll receive. You’re probably not thinking about the hospital’s board room, even though quality of care for heart attacks and many other conditions may be determined in large part by decisions made there.","The New York Times","2015-02-16T14:59:17+0000","article","Upshot","The Upshot",NA,"News","nyt://article/86fb40e6-b62d-5269-a226-a851294aea7f",1135,"nyt://article/86fb40e6-b62d-5269-a226-a851294aea7f",NA,NA,"In Hospitals, Board Rooms Are as Important as Operating Rooms","The New Health Care",NA,NA,NA,NA,NA,"By Austin Frakt",NA,266,140,31
"148","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Sometimes, it’s shame.","https://opinionator.blogs.nytimes.com/2015/03/10/its-not-always-depression/","Sometimes, it’s shame.","How can it be that a seemingly depressed person, one who shows clinical symptoms, doesn’t respond to antidepressants or psychotherapy? Perhaps because the root of his anguish is something else.","The New York Times","2015-03-10T07:30:47+0000","article","OpEd","Opinion",NA,"News","nyt://article/f94085b3-96ff-58a6-a069-06c86aba969b",1152,"nyt://article/f94085b3-96ff-58a6-a069-06c86aba969b",NA,NA,"It’s Not Always Depression","Couch",NA,NA,NA,NA,NA,"By Hilary Jacobs Hendel",NA,266,140,31
"149","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The case of a Wisconsin man with A.L.S. who lawyers argued had dementia and was not responsible in the shooting deaths of his wife and sister-in-law has raised concerns about A.L.S. patients being branded violent.","https://www.nytimes.com/2015/04/30/health/doctors-worry-acquittal-in-als-murder-case-could-further-stigmatize-the-disease.html","The case of a Wisconsin man with A.L.S. who lawyers argued had dementia and was not responsible in the shooting deaths of his wife and sister-in-law has raised concerns about A.L.S. patients being branded violent.","In what experts say is likely the first legal decision of its kind, a jury in Wisconsin has found a former sheriff’s deputy not legally responsible in the shooting deaths of his wife and her sister because he has amyotrophic lateral sclerosis, or Lou Gehrig’s disease.","The New York Times","2015-04-29T20:48:11+0000","article","National","Health",NA,"News","nyt://article/1e91d8de-7a47-5e99-959f-8552ea001ed3",1083,"nyt://article/1e91d8de-7a47-5e99-959f-8552ea001ed3","A","15","Doctors Worry Verdict in A.L.S. Murder Case Could Stigmatize the Disease",NA,NA,"Doctors Worry Verdict In A.L.S. Murder Case Could Stigmatize Disease",NA,NA,NA,"By Catherine Saint Louis",NA,266,140,31
"150","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The global scale and speed of the educational disruption from the coronavirus epidemic is “unparalleled,” the United Nations said.","https://www.nytimes.com/2020/03/04/world/coronavirus-schools-closed.html","The global scale and speed of the educational disruption from the coronavirus epidemic is “unparalleled,” the United Nations said.","HONG KONG — The coronavirus epidemic has reached deeper into daily life across the world, with a sweeping shutdown of all schools in Italy, a suspension of classes in India’s capital and warnings of school closures in the United States, intensifying the educational upheaval of nearly 300 million students globally.","The New York Times","2020-03-04T15:36:31+0000","article","Foreign","World",NA,"News","nyt://article/b8847f61-6cbe-57f5-bca9-81f53f5449d1",1848,"nyt://article/b8847f61-6cbe-57f5-bca9-81f53f5449d1","A","1","‘When Can We Go to School?’ Nearly 300 Million Children Are Missing Class",NA,NA,"School’s Out, And Families Feel the Pinch",NA,NA,NA,"By Vivian Wang and Makiko Inoue",NA,266,140,31
"151","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Experts say the $1.9 trillion package will help women get back to work. Here’s how.","https://www.nytimes.com/2021/01/18/us/biden-stimulus-package-shecession.html","Experts say the $1.9 trillion package will help women get back to work. Here’s how.","— C. Nicole Mason, president and chief executive of the Institute for Women’s Policy Research","The New York Times","2021-01-18T18:54:18+0000","article","Gender","U.S.",NA,"News","nyt://article/e85e6b1a-8712-5fd1-b28f-20c280cdd5fa",1150,"nyt://article/e85e6b1a-8712-5fd1-b28f-20c280cdd5fa","F","14","Will Biden’s Stimulus Package Help Reverse the ‘Shecession’?","in her words",NA,"Will Biden’s Stimulus  Plan Help?",NA,NA,NA,"By Alisha Haridasani Gupta",NA,266,150,26
"152","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The magazine’s Ethicist columnist on whether to inform prospective tenants of bigoted neighbors and more.","https://www.nytimes.com/2018/03/14/magazine/must-i-warn-renters-about-our-racist-neighbors.html","The magazine’s Ethicist columnist on whether to inform prospective tenants of bigoted neighbors and more.","I have a rental property, and the neighbors next door are extremely racist. We didn’t know this when we bought the house. We have had both white and Hispanic people as renters. The next-door neighbors harassed the Hispanics until they left. The white family had no issues getting along but did hear their racist rants. I cannot legally do anything about this behavior. Am I obligated to tell any prospective renters about this problem? I don’t want people to move in without knowing of it. If I do tell them, how do I phrase it so that I’m not perceived as discriminatory?","The New York Times","2018-03-14T09:00:13+0000","article","Magazine","Magazine",NA,"News","nyt://article/a4129b1f-3fe7-5ffd-a37c-9dcfb44d67c7",1158,"nyt://article/a4129b1f-3fe7-5ffd-a37c-9dcfb44d67c7","MM","20","Must I Warn Renters About Our Racist Neighbors?","The Ethicist",NA,"Must I Warn Renters About Our Racist Neighbors?",NA,NA,NA,"By Kwame Anthony Appiah",NA,266,150,26
"153","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","As Michael Bloomberg prepares a presidential run, his history of crude remarks is likely to draw scrutiny. His team said some were “disrespectful.”","https://www.nytimes.com/2019/11/14/us/politics/michael-bloomberg-women.html","As Michael Bloomberg prepares a presidential run, his history of crude remarks is likely to draw scrutiny. His team said some were “disrespectful.”","It was a cheeky birthday gift for a hard-charging boss, a 32-page book of one-liners compiled by colleagues at his company. “The Portable Bloomberg: The Wit and Wisdom of Michael Bloomberg,” presented in 1990 to the future mayor of New York City, even featured drawings of its namesake in gladiatorial garb.","The New York Times","2019-11-14T10:00:23+0000","article","Politics","U.S.","Politics","News","nyt://article/df4d6e0d-0feb-5a8c-892a-830b50646ff9",1510,"nyt://article/df4d6e0d-0feb-5a8c-892a-830b50646ff9","A","12","Michael Bloomberg’s History of Demeaning Comments About Women",NA,NA,"Bloomberg’s Team Says His Crude Comments About Women Were ‘Wrong’",NA,NA,NA,"By Michael M. Grynbaum",NA,266,150,26
"154","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Welcome to Dilemmas, where we find solutions to your toughest quandaries.","https://www.nytimes.com/2020/03/23/us/coronavirus-dilemmas-travel-social-distancing.html","Welcome to Dilemmas, where we find solutions to your toughest quandaries.","How to stay safe. How to protect others. How much risk to take when the smallest act can be a risk: touching a doorknob, buying milk. Whether or not the virus has reached your neighborhood, what’s swept into everyone’s lives is a set of confounding dilemmas.","The New York Times","2020-03-23T17:22:03+0000","article","Investigative","U.S.",NA,"News","nyt://article/db1d3904-39e8-592f-ab99-c1e626b75570",1544,"nyt://article/db1d3904-39e8-592f-ab99-c1e626b75570","A","7","Coronavirus Makes Daily Life Confounding. Here Are Some Answers.","Dilemmas",NA,"Coronavirus Dilemmas",NA,NA,NA,"By Jodi Kantor",NA,266,150,26
"155","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Testing for Alzheimer’s disease and other forms of dementia is hardly foolproof, and could even backfire.","https://www.nytimes.com/2020/02/20/well/mind/alzheimers-dementia-testing.html","Testing for Alzheimer’s disease and other forms of dementia is hardly foolproof, and could even backfire.","Do I know I’m at risk for developing dementia? You bet.","The New York Times","2020-02-20T10:00:15+0000","article","Well","Well","Mind","News","nyt://article/f863a213-d569-57d0-b9c1-38d7a647027d",1543,"nyt://article/f863a213-d569-57d0-b9c1-38d7a647027d",NA,NA,"Stalked by the Fear That Dementia Is Stalking You",NA,NA,NA,NA,NA,NA,"By Judith Graham, Kaiser Health News",NA,266,150,26
"156","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","The Biden administration’s plans would allow millions of American women to decide whether to work outside the home.","https://www.nytimes.com/2021/05/03/opinion/biden-new-deal.html","The Biden administration’s plans would allow millions of American women to decide whether to work outside the home.","The New Deal was mostly for men. The great public works projects that endure in public memory employed men. Labor protections enacted between 1934 and 1939 excluded domestic workers, restaurant workers, retail clerks and others in jobs with large female work forces. New safety nets for the unemployed, for the disabled and for older Americans were similarly tailored for men, who were supposed to provide for everyone else.","The New York Times","2021-05-03T23:05:40+0000","article","Editorial","Opinion",NA,"Op-Ed","nyt://article/0357129d-04d8-5cf5-a1f6-3ce1268f633c",1169,"nyt://article/0357129d-04d8-5cf5-a1f6-3ce1268f633c","A","22","A New Deal, This Time for Everyone","Binyamin Appelbaum",NA,"A New New Deal, for Everyone",NA,NA,NA,"By Binyamin Appelbaum",NA,266,150,26
"157","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Malibu has one of the largest concentrations of rehabilitation centers and sober living homes in the United States. Several have had to evacuate clients.","https://www.nytimes.com/2018/11/16/business/fire-malibu-rehab-riviera.html","Malibu has one of the largest concentrations of rehabilitation centers and sober living homes in the United States. Several have had to evacuate clients.","At Creative Care’s serene hilltop campus in Malibu, Calif., patients typically pay more than $35,000 a month to be treated for addiction and mental health problems against the backdrop of a spectacular Pacific Ocean view.","The New York Times","2018-11-16T22:34:36+0000","article","Business","Business Day",NA,"News","nyt://article/6aba5a4d-020a-5878-b66e-ddd6591e6ea5",1104,"nyt://article/6aba5a4d-020a-5878-b66e-ddd6591e6ea5","A","19","California Fire Hits ‘Rehab Riviera,’ Putting Addiction Care in Jeopardy",NA,NA,"On the ‘Rehab Riviera,’ Battling Demons, and Now Flames",NA,NA,NA,"By Tiffany Hsu",NA,266,150,26
"158","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","In “Who’s Raising the Kids?” Susan Linn’s searing indictment of corporate greed, tech companies targeting children are rivaled only by the lawmakers who let them get away with it.","https://www.nytimes.com/2022/09/13/books/review/whos-raising-the-kids-susan-linn.html","In “Who’s Raising the Kids?” Susan Linn’s searing indictment of corporate greed, tech companies targeting children are rivaled only by the lawmakers who let them get away with it.","A recurring motif in fairy tales is the parental figure who pretends to care, but in fact sees children as a nuisance, a meal ticket or a meal. Think Hansel and Gretel’s witch, scores of wicked stepmothers or the bonneted wolf in Little Red Riding Hood. ","The New York Times","2022-09-13T15:00:06+0000","article","BookReview","Books","Book Review","Review","nyt://article/a2ad8e93-ea1b-529f-b502-ae7a371507b3",1174,"nyt://article/a2ad8e93-ea1b-529f-b502-ae7a371507b3","BR","39","Big Tech Is Co-Parenting Our Children. Yes, Be Afraid.","Nonfiction",NA,"Hooked",NA,NA,NA,"By Zephyr Teachout",NA,266,150,26
"159","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Loss may be part of Thanksgiving this year. Here’s how to help kids navigate it.","https://www.nytimes.com/2021/11/19/opinion/grief-mourning-children.html","Loss may be part of Thanksgiving this year. Here’s how to help kids navigate it.","In September, on one of the first days that felt like fall, we drove from our house in Rhode Island to my father’s house in Massachusetts to spend the weekend. It is still hard for me to write or say “my father’s house.” Until recently, it was “my parents’ house,” but my mother died in June after a short illness, and her simple gray purse no longer sits on the hall table.","The New York Times","2021-11-19T10:00:13+0000","article","OpEd","Opinion",NA,"Op-Ed","nyt://article/2689dd12-8c33-5189-9768-f0efab467c9f",1232,"nyt://article/2689dd12-8c33-5189-9768-f0efab467c9f","A","25","Talking to Your Kids About Grief Is Painful. And You Have to Do It.","Guest Essay",NA,"I Cannot Heal My Children’s Grief, but I Can Empathize",NA,NA,NA,"By Miranda Featherstone",NA,266,150,26
"160","OK","Copyright (c) 2023 The New York Times Company. All Rights Reserved.","Tunisia’s democracy verges on dissolution.","https://www.nytimes.com/2021/07/26/briefing/tunisia-president-olympics-france-covid.html","Tunisia’s democracy verges on dissolution.","President Kais Saied late on Sunday said he was firing the prime minister, suspending Parliament and taking control of the country after large anti-government protests over deepening health and economic crises.","The New York Times","2021-07-26T20:35:13+0000","article","NYTNow","Briefing",NA,"briefing","nyt://article/b3a03b50-8ec9-59f3-8283-90d44ee8544c",1184,"nyt://article/b3a03b50-8ec9-59f3-8283-90d44ee8544c",NA,NA,"Your Tuesday Briefing",NA,NA,NA,NA,NA,NA,"By Melina Delkic",NA,266,150,26
